127.0.0.1 - - [11/Aug/2022:08:32:53 +0545] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:41:09 +0545] "POST /Bug_Tracking_System/UpdateDept HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:41:09 +0545] "GET /Bug_Tracking_System/UpdateDepartment.jsp HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:43:45 +0545] "GET /Bug_Tracking_System/UpdateDepartment.jsp HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:43:45 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:43:47 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:43:49 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:12 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:13 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:14 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:14 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:16 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:48 +0545] "GET /Bug_Tracking_System/UpdateDepartment1.jsp?deptno=1 HTTP/1.1" 200 1641
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:48 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:49 +0545] "POST /Bug_Tracking_System/UpdateDept HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:49 +0545] "GET /Bug_Tracking_System/UpdateDepartment.jsp HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:54 +0545] "GET /Bug_Tracking_System/ViewDepartment.jsp HTTP/1.1" 200 5306
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:56 +0545] "GET /Bug_Tracking_System/AddDepartment.jsp HTTP/1.1" 200 4523
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:44:59 +0545] "GET /Bug_Tracking_System/UpdateDepartment.jsp HTTP/1.1" 200 5341
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:01 +0545] "GET /Bug_Tracking_System/ViewDepartment.jsp HTTP/1.1" 200 5306
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:06 +0545] "GET /Bug_Tracking_System/ViewEmployee.jsp HTTP/1.1" 200 9159
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:09 +0545] "GET /Bug_Tracking_System/UpdateEmployee.jsp HTTP/1.1" 200 10489
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:12 +0545] "GET /Bug_Tracking_System/UpdateEmployee1.jsp?ecode=13 HTTP/1.1" 200 3999
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:16 +0545] "POST /Bug_Tracking_System/UpdateEmp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:16 +0545] "GET /Bug_Tracking_System/UpdateEmployee.jsp HTTP/1.1" 200 10501
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:22 +0545] "GET /Bug_Tracking_System/AddProject.jsp HTTP/1.1" 200 6612
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:24 +0545] "GET /Bug_Tracking_System/ViewProject.jsp HTTP/1.1" 200 7211
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:28 +0545] "GET /Bug_Tracking_System/UpdateProject.jsp HTTP/1.1" 200 7230
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:31 +0545] "GET /Bug_Tracking_System/UpdateProject1.jsp?pid=5 HTTP/1.1" 200 3114
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:31 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:33 +0545] "POST /Bug_Tracking_System/UpdateProject HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:33 +0545] "GET /Bug_Tracking_System/UpdateProject.jsp HTTP/1.1" 200 7230
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:45:35 +0545] "GET /Bug_Tracking_System/EmployeePermission.jsp HTTP/1.1" 200 4869
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:47:55 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:47:55 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:50:38 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:50:38 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 200 8633
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:51:06 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:51:06 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 200 8633
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:51:53 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:51:53 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:52:21 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:52:21 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 200 8623
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:52:52 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:52:52 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:32 +0545] "GET /Bug_Tracking_System/AdminHome.jsp HTTP/1.1" 200 3601
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:32 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:38 +0545] "GET /Bug_Tracking_System/Logout.jsp HTTP/1.1" 200 694
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:40 +0545] "GET /Bug_Tracking_System/Home.jsp HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:40 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:40 +0545] "GET /Bug_Tracking_System/loginstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:49 +0545] "GET /Bug_Tracking_System/Login?userid=tester&password=tester&login=Login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:49 +0545] "GET /Bug_Tracking_System/TesterHome.jsp HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:52 +0545] "GET /Bug_Tracking_System/TesterHome.jsp?cat=Tester HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:53:54 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6682
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:54:33 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6656
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:54:34 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6656
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:54:34 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6656
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:55:20 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:55:20 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:55:39 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6718
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:55:39 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:57:29 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6725
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:57:45 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6713
0:0:0:0:0:0:0:1 - - [11/Aug/2022:09:58:45 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6726
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:33 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6788
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:33 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 928
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:37 +0545] "GET /Bug_Tracking_System/TesterHome.jsp?cat=Tester HTTP/1.1" 200 2572
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:39 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6788
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:39 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:00:44 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:06 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6788
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:06 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 902
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:11 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6788
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:11 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:59 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6725
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:01:59 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 556
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:07 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:07 +0545] "GET /Bug_Tracking_System/BugImages/Khalti-logo.jpg HTTP/1.1" 200 34253
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:07 +0545] "GET /Bug_Tracking_System/validation.js HTTP/1.1" 200 1771
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:07 +0545] "GET /Bug_Tracking_System/BugImages/salad.png HTTP/1.1" 200 45275
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:18 +0545] "GET /Bug_Tracking_System/UpdateBug1.jsp?bugid=38 HTTP/1.1" 200 3443
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:22 +0545] "GET /Bug_Tracking_System/UpdateBug1.jsp?bugid=41 HTTP/1.1" 200 3482
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:02:30 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7169
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:03:08 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7232
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:03:08 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:03:22 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:04:14 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7226
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:04:14 +0545] "GET /Bug_Tracking_System/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:05:11 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7232
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:05:11 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 732
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:05:17 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7232
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:05:17 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:05:35 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:06:45 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7219
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:06:45 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:06:48 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7219
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:07:14 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7219
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:07:14 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:07:50 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7206
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:07:50 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:07:51 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7206
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:08:20 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:08:20 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:09:48 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:09:48 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:10:49 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:10:49 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 1051
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:10:50 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:10:50 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:11:30 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:11:30 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:11:30 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:11:30 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:12:09 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:12:09 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 843
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:13:10 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:13:10 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 866
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:13:24 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7192
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:13:24 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:20 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:20 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:52 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:52 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 981
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:53 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:54 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:54 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:14:54 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:15:28 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:15:28 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 1026
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:15:49 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:15:49 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 1029
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:07 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:07 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 1003
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:19 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:19 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:33 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:33 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:34 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:34 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:38 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:38 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:39 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:39 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:39 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:39 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:39 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:16:43 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 1003
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:17:33 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:17:33 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 920
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:03 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:03 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:16 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:16 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 200 923
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:25 +0545] "GET /Bug_Tracking_System/ChangePassword.jsp?cat=Tester HTTP/1.1" 200 3836
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:31 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:41 +0545] "GET /Bug_Tracking_System/ViewBugs1.jsp?cat=Tester HTTP/1.1" 200 4123
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:43 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6725
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:43 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:18:50 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:19:27 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6701
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:19:27 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:22:34 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6500
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:22:34 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:22:48 +0545] "GET /Bug_Tracking_System/EditProfile.jsp?cat=Tester HTTP/1.1" 200 7158
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:24:23 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6486
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:24:23 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:24:25 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6486
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:25:03 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6416
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:25:03 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:25:56 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:25:56 +0545] "GET /Bug_Tracking_System/testerstyle.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:35 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [11/Aug/2022:10:26:41 +0545] "GET /Bug_Tracking_System/AssignBug.jsp?cat=Tester HTTP/1.1" 200 6361
